T2,AUGC,KEP,KTRANS,VE,ADC,z,x,y,zone
104,58,0,21,0,1020,3,127,128,CG
108,58,0,21,0,1003,3,127,129,CG
96,48,0,23,0,1003,3,127,130,CG
90,48,0,21,0,1003,3,127,131,CG
98,48,0,21,0,1164,3,127,132,CG
94,48,0,17,0,1164,3,127,133,CG
94,48,0,17,0,754,3,127,134,CG
108,48,0,17,0,754,3,127,135,CG
79,48,78,25,321,754,3,127,136,CG
65,0,0,0,0,398,3,127,137,CG
75,0,0,0,0,398,3,127,138,CG
80,0,0,0,0,1009,3,127,139,CG
93,78,7,23,582,1009,3,127,140,PZ
88,68,35,24,695,1009,3,127,141,PZ
77,68,35,24,695,857,3,127,142,PZ
85,68,42,24,550,857,3,127,143,PZ
105,68,0,19,0,816,3,128,117,PZ
96,0,0,0,0,816,3,128,118,PZ
106,0,0,0,0,709,3,128,119,PZ
94,68,93,28,299,709,3,128,120,PZ
85,78,27,27,884,874,3,128,121,PZ
104,78,27,27,884,874,3,128,122,CG
105,87,82,30,370,874,3,128,123,CG
77,87,54,26,457,287,3,128,124,CG
60,87,54,26,457,287,3,128,125,CG
62,78,3,23,1441,287,3,128,126,CG
66,68,0,21,0,820,3,128,127,CG
77,58,0,21,0,820,3,128,128,CG
94,58,0,21,0,872,3,128,129,CG
87,48,0,23,0,872,3,128,130,CG
60,48,0,21,0,872,3,128,131,CG
82,48,0,21,0,781,3,128,132,CG
103,48,0,17,0,781,3,128,133,CG
84,48,0,17,0,766,3,128,134,CG
77,48,0,17,0,766,3,128,135,CG
70,48,78,25,321,766,3,128,136,CG
60,0,0,0,0,663,3,128,137,CG
82,0,0,0,0,663,3,128,138,CG
99,0,0,0,0,856,3,128,139,PZ
105,78,7,23,582,856,3,128,140,PZ
104,68,35,24,695,856,3,128,141,PZ
85,68,35,24,695,850,3,128,142,PZ
82,68,42,24,550,850,3,128,143,PZ
91,58,85,29,335,816,3,129,116,PZ
97,58,0,17,0,816,3,129,117,PZ
94,68,7,20,1932,816,3,129,118,PZ
101,68,7,20,1932,709,3,129,119,PZ
92,78,152,31,209,709,3,129,120,PZ
94,87,42,29,675,874,3,129,121,PZ
112,87,42,29,675,874,3,129,122,PZ
108,97,39,30,734,874,3,129,123,CG
89,97,58,32,551,287,3,129,124,CG
74,97,58,32,551,287,3,129,125,CG
59,87,46,33,654,287,3,129,126,CG
57,87,0,28,0,820,3,129,127,CG
75,78,7,28,1676,820,3,129,128,CG
85,78,7,28,1676,872,3,129,129,CG
65,78,23,27,1092,872,3,129,130,CG
38,78,54,28,506,872,3,129,131,CG
65,78,54,28,506,781,3,129,132,CG
92,78,74,26,342,781,3,129,133,CG
71,68,50,22,447,766,3,129,134,CG
60,68,50,22,447,766,3,129,135,CG
74,0,0,0,0,766,3,129,136,CG
83,0,0,0,0,663,3,129,137,CG
92,0,0,0,0,663,3,129,138,CG
103,0,0,0,0,856,3,129,139,PZ
104,58,23,21,830,856,3,129,140,PZ
94,68,27,21,719,856,3,129,141,PZ
92,68,27,21,719,850,3,129,142,PZ
111,68,15,23,1479,850,3,129,143,PZ
140,68,3,24,237,850,3,129,144,PZ
95,29,0,17,0,1176,3,130,115,PZ
94,29,0,17,0,774,3,130,116,PZ
96,29,0,11,0,774,3,130,117,PZ
97,68,19,22,1052,774,3,130,118,PZ
103,68,19,22,1052,865,3,130,119,PZ
105,87,54,27,499,865,3,130,120,PZ
113,48,0,21,0,1226,3,130,121,PZ
108,48,0,21,0,1226,3,130,122,PZ
102,48,0,22,0,1226,3,130,123,PZ
103,87,0,31,0,956,3,130,124,CG
91,87,0,31,0,956,3,130,125,CG
85,87,0,33,547,956,3,130,126,CG
74,107,85,39,445,696,3,130,127,CG
60,107,85,37,434,696,3,130,128,CG
64,107,85,37,434,684,3,130,129,CG
61,97,105,35,324,684,3,130,130,CG
56,97,132,35,259,684,3,130,131,CG
66,97,132,35,259,576,3,130,132,CG
66,87,148,31,214,576,3,130,133,CG
71,78,109,27,245,946,3,130,134,CG
79,78,109,27,245,946,3,130,135,CG
82,0,0,0,0,946,3,130,136,CG
99,0,0,0,0,1320,3,130,137,CG
105,0,0,0,0,1320,3,130,138,PZ
101,0,0,0,0,884,3,130,139,PZ
102,48,0,15,0,884,3,130,140,PZ
83,48,0,17,0,884,3,130,141,PZ
90,48,0,17,0,1039,3,130,142,PZ
121,68,15,20,1106,1039,3,130,143,PZ
131,78,54,25,471,1039,3,130,144,PZ
95,29,0,17,0,1176,3,131,115,PZ
84,29,0,17,0,774,3,131,116,PZ
90,29,0,11,0,774,3,131,117,PZ
96,68,19,22,1052,774,3,131,118,PZ
99,68,19,22,1052,865,3,131,119,PZ
110,87,54,27,499,865,3,131,120,PZ
127,48,0,21,0,1226,3,131,121,PZ
123,48,0,21,0,1226,3,131,122,PZ
112,48,0,22,0,1226,3,131,123,PZ
105,87,0,31,0,956,3,131,124,PZ
94,87,0,31,0,956,3,131,125,CG
100,87,0,33,547,956,3,131,126,CG
105,107,85,39,445,696,3,131,127,CG
88,107,85,37,434,696,3,131,128,CG
75,107,85,37,434,684,3,131,129,CG
69,97,105,35,324,684,3,131,130,CG
54,97,132,35,259,684,3,131,131,CG
64,97,132,35,259,576,3,131,132,CG
74,87,148,31,214,576,3,131,133,CG
67,78,109,27,245,946,3,131,134,CG
77,78,109,27,245,946,3,131,135,CG
87,0,0,0,0,946,3,131,136,CG
95,0,0,0,0,1320,3,131,137,CG
100,0,0,0,0,1320,3,131,138,PZ
102,0,0,0,0,884,3,131,139,PZ
103,48,0,15,0,884,3,131,140,PZ
87,48,0,17,0,884,3,131,141,PZ
90,48,0,17,0,1039,3,131,142,PZ
101,68,15,20,1106,1039,3,131,143,PZ
89,78,54,25,471,1039,3,131,144,PZ
103,68,101,20,198,1176,3,132,114,PZ
94,68,101,20,198,1176,3,132,115,PZ
89,68,101,20,198,774,3,132,116,PZ
98,48,183,25,140,774,3,132,117,PZ
103,58,175,32,184,774,3,132,118,PZ
105,58,175,32,184,865,3,132,119,PZ
111,68,50,28,560,865,3,132,120,PZ
120,58,0,29,0,1226,3,132,121,PZ
140,58,0,29,0,1226,3,132,122,PZ
140,68,0,32,0,1226,3,132,123,PZ
127,68,19,40,1757,956,3,132,124,PZ
122,68,19,40,1757,956,3,132,125,PZ
107,117,46,44,955,956,3,132,126,CG
119,156,117,50,430,696,3,132,127,CG
120,146,148,51,341,696,3,132,128,CG
92,146,148,51,341,684,3,132,129,CG
88,136,109,45,418,684,3,132,130,CG
77,126,78,42,543,684,3,132,131,CG
73,126,78,42,543,576,3,132,132,CG
87,97,15,33,1804,576,3,132,133,CG
78,97,0,30,0,946,3,132,134,CG
82,97,0,30,0,946,3,132,135,CG
102,78,105,34,325,946,3,132,136,CG
96,68,74,29,384,1320,3,132,137,PZ
95,68,74,29,384,1320,3,132,138,PZ
111,68,74,29,384,884,3,132,139,PZ
99,48,0,19,0,884,3,132,140,PZ
89,48,31,18,543,884,3,132,141,PZ
100,48,31,18,543,1039,3,132,142,PZ
92,0,0,0,0,1039,3,132,143,PZ
86,48,0,15,0,1039,3,132,144,PZ
111,58,54,19,354,1115,3,133,113,PZ
95,68,105,21,206,1141,3,133,114,PZ
90,68,105,21,206,1141,3,133,115,PZ
98,68,105,21,206,879,3,133,116,PZ
103,78,140,25,179,879,3,133,117,PZ
107,58,171,34,197,879,3,133,118,PZ
100,58,171,34,197,1147,3,133,119,PZ
101,97,113,33,290,1147,3,133,120,PZ
117,87,0,30,0,1465,3,133,121,PZ
146,87,0,30,0,1465,3,133,122,PZ
149,58,0,30,0,1465,3,133,123,PZ
130,78,15,38,73,1477,3,133,124,PZ
125,78,15,38,73,1477,3,133,125,PZ
115,107,70,44,647,1477,3,133,126,PZ
106,136,89,46,510,1231,3,133,127,CG
94,136,121,48,393,1231,3,133,128,CG
78,136,121,48,393,781,3,133,129,CG
82,126,89,44,485,781,3,133,130,CG
85,117,58,42,696,781,3,133,131,CG
77,117,58,42,696,1113,3,133,132,CG
76,78,0,30,0,1113,3,133,133,CG
87,87,0,28,0,1269,3,133,134,CG
104,87,0,28,0,1269,3,133,135,CG
120,78,0,25,0,1269,3,133,136,PZ
123,68,11,31,568,1589,3,133,137,PZ
117,68,11,31,568,1589,3,133,138,PZ
122,68,11,31,568,1256,3,133,139,PZ
101,58,0,20,0,1256,3,133,140,PZ
94,48,0,18,0,1256,3,133,141,PZ
114,48,0,18,0,1177,3,133,142,PZ
88,0,0,0,0,1177,3,133,143,PZ
74,58,117,25,212,1177,3,133,144,PZ
109,58,54,19,354,1115,3,134,113,PZ
98,68,105,21,206,1141,3,134,114,PZ
101,68,105,21,206,1141,3,134,115,PZ
103,68,105,21,206,879,3,134,116,PZ
87,78,140,25,179,879,3,134,117,PZ
96,58,171,34,197,879,3,134,118,PZ
99,58,171,34,197,1147,3,134,119,PZ
97,97,113,33,290,1147,3,134,120,PZ
122,87,0,30,0,1465,3,134,121,PZ
131,87,0,30,0,1465,3,134,122,PZ
121,58,0,30,0,1465,3,134,123,PZ
123,78,15,38,73,1477,3,134,124,PZ
115,78,15,38,73,1477,3,134,125,PZ
102,107,70,44,647,1477,3,134,126,PZ
98,136,89,46,510,1231,3,134,127,PZ
94,136,121,48,393,1231,3,134,128,CG
93,136,121,48,393,781,3,134,129,CG
87,126,89,44,485,781,3,134,130,CG
79,117,58,42,696,781,3,134,131,CG
90,117,58,42,696,1113,3,134,132,CG
95,78,0,30,0,1113,3,134,133,CG
98,87,0,28,0,1269,3,134,134,PZ
108,87,0,28,0,1269,3,134,135,PZ
113,78,0,25,0,1269,3,134,136,PZ
105,68,11,31,568,1589,3,134,137,PZ
97,68,11,31,568,1589,3,134,138,PZ
116,68,11,31,568,1256,3,134,139,PZ
121,58,0,20,0,1256,3,134,140,PZ
108,48,0,18,0,1256,3,134,141,PZ
115,48,0,18,0,1177,3,134,142,PZ
98,0,0,0,0,1177,3,134,143,PZ
89,58,117,25,212,1177,3,134,144,PZ
98,166,296,56,190,1115,3,135,112,PZ
101,146,273,48,179,1115,3,135,113,PZ
111,107,175,37,212,1141,3,135,114,PZ
121,107,175,37,212,1141,3,135,115,PZ
116,107,175,37,212,879,3,135,116,PZ
91,107,105,33,314,879,3,135,117,PZ
91,48,0,21,0,879,3,135,118,PZ
106,48,0,21,0,1147,3,135,119,PZ
106,39,3,30,357,1147,3,135,120,PZ
114,39,0,31,0,1465,3,135,121,PZ
116,39,0,31,0,1465,3,135,122,PZ
110,58,0,32,0,1465,3,135,123,PZ
123,117,31,39,1162,1477,3,135,124,PZ
123,117,31,39,1162,1477,3,135,125,PZ
107,126,66,42,624,1477,3,135,126,PZ
101,126,78,43,561,1231,3,135,127,PZ
95,126,70,42,603,1231,3,135,128,PZ
91,126,70,42,603,781,3,135,129,PZ
100,107,27,37,1330,781,3,135,130,PZ
111,107,23,36,1553,781,3,135,131,PZ
117,107,23,36,1553,1113,3,135,132,PZ
120,87,0,26,0,1113,3,135,133,PZ
117,78,0,24,0,1269,3,135,134,PZ
116,78,0,24,0,1269,3,135,135,PZ
120,48,0,35,0,1269,3,135,136,PZ
110,48,0,16,0,1589,3,135,137,PZ
105,48,0,16,0,1589,3,135,138,PZ
115,48,0,16,0,1256,3,135,139,PZ
110,68,0,17,0,1256,3,135,140,PZ
96,58,0,16,0,1256,3,135,141,PZ
89,58,0,16,0,1177,3,135,142,PZ
94,58,0,18,0,1177,3,135,143,PZ
115,68,0,19,0,1177,3,135,144,PZ
96,214,269,70,260,1302,3,136,112,PZ
96,185,250,61,245,1302,3,136,113,PZ
109,156,187,49,262,1092,3,136,114,PZ
112,156,187,49,262,1092,3,136,115,PZ
105,156,187,49,262,1124,3,136,116,PZ
100,126,101,40,394,1124,3,136,117,PZ
101,68,0,31,0,1124,3,136,118,PZ
120,68,0,31,0,1355,3,136,119,PZ
133,78,0,28,0,1355,3,136,120,PZ
129,87,0,31,0,1535,3,136,121,PZ
122,87,0,31,0,1535,3,136,122,PZ
120,97,0,32,0,1535,3,136,123,PZ
121,117,11,38,546,1407,3,136,124,PZ
119,117,11,38,546,1407,3,136,125,PZ
109,117,46,42,878,1407,3,136,126,PZ
100,117,50,42,812,1322,3,136,127,PZ
106,97,0,36,0,1322,3,136,128,PZ
107,97,0,36,0,1371,3,136,129,PZ
119,107,0,35,0,1371,3,136,130,PZ
146,97,0,30,0,1371,3,136,131,PZ
141,97,0,30,0,1549,3,136,132,PZ
128,78,0,24,0,1549,3,136,133,PZ
126,68,0,20,0,1526,3,136,134,PZ
128,68,0,20,0,1526,3,136,135,PZ
116,48,0,21,0,1526,3,136,136,PZ
107,78,0,20,0,1565,3,136,137,PZ
122,78,0,20,0,1565,3,136,138,PZ
129,78,0,20,0,1280,3,136,139,PZ
122,58,0,16,0,1280,3,136,140,PZ
122,58,0,15,0,1280,3,136,141,PZ
113,58,0,15,0,1157,3,136,142,PZ
127,58,0,17,0,1157,3,136,143,PZ
156,68,0,19,0,1157,3,136,144,PZ
104,214,269,70,260,1302,3,137,112,PZ
92,185,250,61,245,1302,3,137,113,PZ
92,156,187,49,262,1092,3,137,114,PZ
101,156,187,49,262,1092,3,137,115,PZ
100,156,187,49,262,1124,3,137,116,PZ
97,126,101,40,394,1124,3,137,117,PZ
114,68,0,31,0,1124,3,137,118,PZ
127,68,0,31,0,1355,3,137,119,PZ
127,78,0,28,0,1355,3,137,120,PZ
136,87,0,31,0,1535,3,137,121,PZ
127,87,0,31,0,1535,3,137,122,PZ
113,97,0,32,0,1535,3,137,123,PZ
130,117,11,38,546,1407,3,137,124,PZ
141,117,11,38,546,1407,3,137,125,PZ
115,117,46,42,878,1407,3,137,126,PZ
104,117,50,42,812,1322,3,137,127,PZ
117,97,0,36,0,1322,3,137,128,PZ
118,97,0,36,0,1371,3,137,129,PZ
121,107,0,35,0,1371,3,137,130,PZ
131,97,0,30,0,1371,3,137,131,PZ
139,97,0,30,0,1549,3,137,132,PZ
150,78,0,24,0,1549,3,137,133,PZ
153,68,0,20,0,1526,3,137,134,PZ
156,68,0,20,0,1526,3,137,135,PZ
136,48,0,21,0,1526,3,137,136,PZ
115,78,0,20,0,1565,3,137,137,PZ
122,78,0,20,0,1565,3,137,138,PZ
123,78,0,20,0,1280,3,137,139,PZ
114,58,0,16,0,1280,3,137,140,PZ
113,58,0,15,0,1280,3,137,141,PZ
108,58,0,15,0,1157,3,137,142,PZ
104,58,0,17,0,1157,3,137,143,PZ
106,68,0,19,0,1157,3,137,144,PZ
100,117,27,55,1905,1318,3,138,112,PZ
98,166,19,51,585,1318,3,138,113,PZ
96,126,0,39,0,1016,3,138,114,PZ
104,126,0,39,0,1016,3,138,115,PZ
104,126,0,39,0,1187,3,138,116,PZ
94,107,0,34,0,1187,3,138,117,PZ
104,78,0,29,0,1187,3,138,118,PZ
111,78,0,29,0,1498,3,138,119,PZ
108,87,0,27,0,1498,3,138,120,PZ
133,78,0,30,0,1632,3,138,121,PZ
144,78,0,30,0,1632,3,138,122,PZ
108,87,0,30,0,1632,3,138,123,PZ
115,78,0,29,0,1498,3,138,124,PZ
147,78,0,29,0,1498,3,138,125,PZ
126,87,0,31,0,1498,3,138,126,PZ
113,97,0,33,0,1455,3,138,127,PZ
121,107,0,34,0,1455,3,138,128,PZ
116,107,0,34,0,1502,3,138,129,PZ
123,58,0,27,0,1502,3,138,130,PZ
126,58,0,25,0,1502,3,138,131,PZ
130,58,0,25,0,1666,3,138,132,PZ
163,78,0,22,0,1666,3,138,133,PZ
186,68,0,22,0,1582,3,138,134,PZ
150,68,0,22,0,1582,3,138,135,PZ
115,78,0,22,0,1582,3,138,136,PZ
102,78,0,21,0,1506,3,138,137,PZ
99,78,0,21,0,1506,3,138,138,PZ
102,78,0,21,0,1407,3,138,139,PZ
108,48,0,15,0,1407,3,138,140,PZ
101,48,0,14,0,1407,3,138,141,PZ
96,48,0,14,0,1219,3,138,142,PZ
86,58,0,18,0,1219,3,138,143,PZ
109,0,0,0,0,1318,3,139,112,PZ
116,0,0,0,0,1318,3,139,113,PZ
116,0,0,0,0,1016,3,139,114,PZ
113,0,0,0,0,1016,3,139,115,PZ
109,0,0,0,0,1187,3,139,116,PZ
118,78,0,28,0,1187,3,139,117,PZ
120,78,0,27,0,1187,3,139,118,PZ
116,78,0,27,0,1498,3,139,119,PZ
120,39,0,29,0,1498,3,139,120,PZ
135,58,0,33,0,1632,3,139,121,PZ
144,58,0,33,0,1632,3,139,122,PZ
120,58,0,35,0,1632,3,139,123,PZ
116,97,0,33,0,1498,3,139,124,PZ
141,97,0,33,0,1498,3,139,125,PZ
130,87,0,33,0,1498,3,139,126,PZ
114,107,0,33,0,1455,3,139,127,PZ
126,97,0,30,0,1455,3,139,128,PZ
128,97,0,30,0,1502,3,139,129,PZ
118,78,0,23,0,1502,3,139,130,PZ
128,68,0,21,0,1502,3,139,131,PZ
144,68,0,21,0,1666,3,139,132,PZ
161,68,0,29,646,1666,3,139,133,PZ
194,68,31,31,993,1582,3,139,134,PZ
172,68,31,31,993,1582,3,139,135,PZ
135,78,7,25,698,1582,3,139,136,PZ
123,78,39,24,594,1506,3,139,137,PZ
112,78,39,24,594,1506,3,139,138,PZ
109,78,39,24,594,1407,3,139,139,PZ
110,58,58,18,321,1407,3,139,140,PZ
99,58,66,16,247,1407,3,139,141,PZ
94,58,66,16,247,1219,3,139,142,PZ
94,0,0,0,0,1318,3,140,113,PZ
101,0,0,0,0,1016,3,140,114,PZ
102,0,0,0,0,1016,3,140,115,PZ
91,0,0,0,0,1187,3,140,116,PZ
102,78,0,28,0,1187,3,140,117,PZ
123,78,0,27,0,1187,3,140,118,PZ
121,78,0,27,0,1498,3,140,119,PZ
126,39,0,29,0,1498,3,140,120,PZ
157,58,0,33,0,1632,3,140,121,PZ
158,58,0,33,0,1632,3,140,122,PZ
132,58,0,35,0,1632,3,140,123,PZ
118,97,0,33,0,1498,3,140,124,PZ
117,97,0,33,0,1498,3,140,125,PZ
119,87,0,33,0,1498,3,140,126,PZ
113,107,0,33,0,1455,3,140,127,PZ
115,97,0,30,0,1455,3,140,128,PZ
120,97,0,30,0,1502,3,140,129,PZ
116,78,0,23,0,1502,3,140,130,PZ
142,68,0,21,0,1502,3,140,131,PZ
178,68,0,21,0,1666,3,140,132,PZ
181,68,0,29,646,1666,3,140,133,PZ
186,68,31,31,993,1582,3,140,134,PZ
171,68,31,31,993,1582,3,140,135,PZ
144,78,7,25,698,1582,3,140,136,PZ
126,78,39,24,594,1506,3,140,137,PZ
115,78,39,24,594,1506,3,140,138,PZ
107,78,39,24,594,1407,3,140,139,PZ
99,58,58,18,321,1407,3,140,140,PZ
94,58,66,16,247,1407,3,140,141,PZ
109,58,66,16,247,1219,3,140,142,PZ
97,175,0,45,0,922,3,141,114,PZ
90,175,0,45,0,922,3,141,115,PZ
87,175,0,45,0,1070,3,141,116,PZ
86,136,0,40,0,1070,3,141,117,PZ
99,117,0,34,0,1070,3,141,118,PZ
105,117,0,34,0,1467,3,141,119,PZ
107,107,0,36,0,1467,3,141,120,PZ
129,117,0,40,0,1687,3,141,121,PZ
134,117,0,40,0,1687,3,141,122,PZ
121,126,0,42,0,1687,3,141,123,PZ
111,87,0,44,0,1486,3,141,124,PZ
101,87,0,44,0,1486,3,141,125,PZ
103,78,0,41,0,1486,3,141,126,PZ
104,87,0,30,0,1363,3,141,127,PZ
106,78,0,25,0,1363,3,141,128,PZ
120,78,0,25,0,1475,3,141,129,PZ
138,58,0,19,0,1475,3,141,130,PZ
158,58,105,26,247,1475,3,141,131,PZ
173,58,105,26,247,1629,3,141,132,PZ
193,58,0,15,0,1629,3,141,133,PZ
198,68,3,28,474,1361,3,141,134,PZ
155,68,3,28,474,1361,3,141,135,PZ
126,0,0,0,0,1361,3,141,136,PZ
119,68,109,34,307,887,3,141,137,PZ
112,68,109,34,307,887,3,141,138,PZ
107,68,109,34,307,1006,3,141,139,PZ
103,0,0,0,0,1006,3,141,140,PZ
90,58,0,18,0,1006,3,141,141,PZ
91,224,0,54,0,1070,3,142,116,PZ
91,224,0,51,0,1070,3,142,117,PZ
100,166,0,46,0,1070,3,142,118,PZ
116,166,0,46,0,1467,3,142,119,PZ
117,146,0,42,0,1467,3,142,120,PZ
99,126,0,41,0,1687,3,142,121,PZ
97,126,0,41,0,1687,3,142,122,PZ
108,126,0,42,0,1687,3,142,123,PZ
113,146,0,49,0,1486,3,142,124,PZ
107,146,0,49,0,1486,3,142,125,PZ
107,87,0,44,0,1486,3,142,126,PZ
118,48,0,20,0,1363,3,142,127,PZ
128,68,0,23,0,1363,3,142,128,PZ
126,68,0,23,0,1475,3,142,129,PZ
134,39,0,18,0,1475,3,142,130,PZ
167,39,0,19,0,1475,3,142,131,PZ
196,39,0,19,0,1629,3,142,132,PZ
197,68,0,20,0,1629,3,142,133,PZ
170,78,0,21,0,1361,3,142,134,PZ
151,78,0,21,0,1361,3,142,135,PZ
146,87,0,35,0,1361,3,142,136,PZ
127,78,0,23,0,887,3,142,137,PZ
118,78,0,23,0,887,3,142,138,PZ
111,78,0,23,0,1006,3,142,139,PZ
99,58,0,19,0,1006,3,142,140,PZ
103,58,0,19,0,1006,3,142,141,PZ
87,224,0,51,0,1007,3,143,117,PZ
105,166,0,46,0,1007,3,143,118,PZ
117,166,0,46,0,1193,3,143,119,PZ
99,146,0,42,0,1193,3,143,120,PZ
88,126,0,41,0,1309,3,143,121,PZ
106,126,0,41,0,1309,3,143,122,PZ
116,126,0,42,0,1309,3,143,123,PZ
111,146,0,49,0,1507,3,143,124,PZ
109,146,0,49,0,1507,3,143,125,PZ
116,87,0,44,0,1507,3,143,126,PZ
128,48,0,20,0,1334,3,143,127,PZ
124,68,0,23,0,1334,3,143,128,PZ
123,68,0,23,0,1532,3,143,129,PZ
158,39,0,18,0,1532,3,143,130,PZ
194,39,0,19,0,1532,3,143,131,PZ
190,39,0,19,0,1587,3,143,132,PZ
169,68,0,20,0,1587,3,143,133,PZ
147,78,0,21,0,1334,3,143,134,PZ
160,78,0,21,0,1334,3,143,135,PZ
162,87,0,35,0,1334,3,143,136,PZ
119,78,0,23,0,1162,3,143,137,PZ
113,78,0,23,0,1162,3,143,138,PZ
108,78,0,23,0,1114,3,143,139,PZ
100,58,0,19,0,1114,3,143,140,PZ
119,97,0,28,0,1007,3,144,118,PZ
126,97,0,28,0,1193,3,144,119,PZ
107,117,0,33,0,1193,3,144,120,PZ
95,156,0,44,0,1309,3,144,121,PZ
103,156,0,44,0,1309,3,144,122,PZ
108,175,0,51,0,1309,3,144,123,PZ
111,195,0,61,0,1507,3,144,124,PZ
105,195,0,61,0,1507,3,144,125,PZ
105,166,0,61,0,1507,3,144,126,PZ
115,126,11,39,804,1334,3,144,127,PZ
108,107,19,33,1559,1334,3,144,128,PZ
130,107,19,33,1559,1532,3,144,129,PZ
189,87,0,26,0,1532,3,144,130,PZ
202,97,0,28,0,1532,3,144,131,PZ
191,97,0,28,0,1587,3,144,132,PZ
179,107,0,36,0,1587,3,144,133,PZ
171,126,0,38,0,1334,3,144,134,PZ
180,126,0,38,0,1334,3,144,135,PZ
157,166,0,45,0,1334,3,144,136,PZ
130,166,0,42,0,1162,3,144,137,PZ
126,166,0,42,0,1162,3,144,138,PZ
98,166,0,42,0,1114,3,144,139,PZ
95,48,0,18,0,1193,3,145,120,PZ
89,126,0,35,0,1309,3,145,121,PZ
88,126,0,35,0,1309,3,145,122,PZ
98,156,0,48,0,1309,3,145,123,PZ
110,175,0,61,0,1507,3,145,124,PZ
97,175,0,61,0,1507,3,145,125,PZ
98,136,0,50,0,1507,3,145,126,PZ
113,107,0,39,0,1334,3,145,127,PZ
103,107,3,36,1443,1334,3,145,128,PZ
111,107,3,36,1443,1532,3,145,129,PZ
143,97,0,30,1233,1532,3,145,130,PZ
153,107,0,31,0,1532,3,145,131,PZ
160,107,0,31,0,1587,3,145,132,PZ
163,136,0,41,0,1587,3,145,133,PZ
165,136,15,55,1327,1334,3,145,134,PZ
159,136,15,55,1327,1334,3,145,135,PZ
120,146,0,39,0,1334,3,145,136,PZ
104,166,0,40,0,1162,3,145,137,PZ
98,126,0,35,0,1242,3,146,122,PZ
104,156,0,48,0,1242,3,146,123,PZ
102,175,0,61,0,1548,3,146,124,PZ
95,175,0,61,0,1548,3,146,125,PZ
104,136,0,50,0,1548,3,146,126,PZ
112,107,0,39,0,1463,3,146,127,PZ
93,107,3,36,1443,1463,3,146,128,PZ
83,107,3,36,1443,1487,3,146,129,PZ
99,97,0,30,1233,1487,3,146,130,PZ
111,107,0,31,0,1487,3,146,131,PZ
111,107,0,31,0,1433,3,146,132,PZ
