T2,AUGC,KEP,KTRANS,VE,ADC,z,x,y,zone
72,136,488,50,103,1135,3,111,122,CG
72,146,425,53,126,1135,3,111,123,CG
64,146,425,53,126,1135,3,111,124,CG
65,146,425,53,126,1011,3,111,125,CG
62,136,394,50,130,1011,3,111,126,CG
65,117,402,43,109,1389,3,111,127,CG
72,117,484,46,96,1389,3,111,128,CG
90,117,484,46,96,1389,3,111,129,CG
106,117,566,47,84,1411,3,111,130,CG
99,0,0,0,0,1674,3,112,120,CG
90,0,0,0,0,1674,3,112,121,CG
89,156,515,57,111,951,3,112,122,CG
71,156,468,60,129,951,3,112,123,CG
54,156,468,60,129,951,3,112,124,CG
63,156,468,60,129,1092,3,112,125,CG
67,146,414,55,136,1092,3,112,126,CG
77,136,390,47,121,1459,3,112,127,CG
70,126,464,49,108,1459,3,112,128,CG
60,126,464,49,108,1459,3,112,129,CG
80,126,547,50,94,1405,3,112,130,CG
80,0,0,0,0,1405,3,112,131,CG
85,0,0,0,0,1394,3,112,132,CG
123,0,0,0,0,1963,3,113,119,CG
112,0,0,0,0,1674,3,113,120,CG
116,0,0,0,0,1674,3,113,121,CG
86,156,515,57,111,951,3,113,122,CG
70,156,468,60,129,951,3,113,123,CG
68,156,468,60,129,951,3,113,124,CG
53,156,468,60,129,1092,3,113,125,CG
42,146,414,55,136,1092,3,113,126,CG
50,136,390,47,121,1459,3,113,127,CG
57,126,464,49,108,1459,3,113,128,CG
71,126,464,49,108,1459,3,113,129,CG
112,126,547,50,94,1405,3,113,130,CG
73,0,0,0,0,1405,3,113,131,CG
66,0,0,0,0,1394,3,113,132,CG
81,0,0,0,0,1394,3,113,133,CG
70,0,0,0,0,1394,3,113,134,PZ
161,0,0,0,0,1963,3,114,117,PZ
113,0,0,0,0,1963,3,114,118,PZ
121,0,0,0,0,1963,3,114,119,CG
105,0,0,0,0,1674,3,114,120,CG
84,0,0,0,0,1674,3,114,121,CG
80,205,574,79,137,951,3,114,122,CG
74,195,437,72,165,951,3,114,123,CG
71,195,437,72,165,951,3,114,124,CG
66,195,437,72,165,1092,3,114,125,CG
63,195,390,69,177,1092,3,114,126,CG
63,175,363,64,176,1459,3,114,127,CG
64,175,398,65,164,1459,3,114,128,CG
79,175,398,65,164,1459,3,114,129,CG
103,0,0,0,0,1405,3,114,130,CG
82,0,0,0,0,1405,3,114,131,CG
77,0,0,0,0,1394,3,114,132,CG
78,146,593,57,96,1394,3,114,133,CG
72,136,562,50,91,1394,3,114,134,CG
84,136,562,50,91,1400,3,114,135,PZ
86,107,504,45,90,1400,3,114,136,PZ
123,156,355,52,148,1871,3,115,115,PZ
219,146,457,55,121,1871,3,115,116,PZ
242,0,0,0,0,1939,3,115,117,PZ
111,0,0,0,0,1939,3,115,118,CG
90,0,0,0,0,1939,3,115,119,CG
79,214,683,86,126,1765,3,115,120,CG
70,214,683,86,126,1765,3,115,121,CG
77,214,582,83,142,1021,3,115,122,CG
66,205,457,76,167,1021,3,115,123,CG
51,205,457,76,167,1021,3,115,124,CG
52,205,457,76,167,869,3,115,125,CG
55,205,414,74,179,869,3,115,126,CG
65,195,382,71,187,1231,3,115,127,CG
79,195,425,75,177,1231,3,115,128,CG
68,195,425,75,177,1231,3,115,129,CG
63,195,507,79,155,1275,3,115,130,CG
77,0,0,0,0,1275,3,115,131,CG
78,0,0,0,0,1376,3,115,132,CG
78,0,0,0,0,1376,3,115,133,CG
89,146,515,52,102,1376,3,115,134,CG
78,146,515,52,102,1517,3,115,135,PZ
67,126,476,46,98,1517,3,115,136,PZ
79,126,453,45,101,1517,3,115,137,PZ
88,126,453,45,101,1574,3,115,138,PZ
157,156,355,52,148,1871,3,116,114,PZ
179,156,355,52,148,1871,3,116,115,PZ
116,146,457,55,121,1871,3,116,116,PZ
135,0,0,0,0,1939,3,116,117,PZ
105,0,0,0,0,1939,3,116,118,CG
71,0,0,0,0,1939,3,116,119,CG
73,214,683,86,126,1765,3,116,120,CG
63,214,683,86,126,1765,3,116,121,CG
56,214,582,83,142,1021,3,116,122,CG
54,205,457,76,167,1021,3,116,123,CG
47,205,457,76,167,1021,3,116,124,CG
46,205,457,76,167,869,3,116,125,CG
42,205,414,74,179,869,3,116,126,CG
47,195,382,71,187,1231,3,116,127,CG
73,195,425,75,177,1231,3,116,128,CG
66,195,425,75,177,1231,3,116,129,CG
56,195,507,79,155,1275,3,116,130,CG
49,0,0,0,0,1275,3,116,131,CG
47,0,0,0,0,1376,3,116,132,CG
66,0,0,0,0,1376,3,116,133,CG
86,146,515,52,102,1376,3,116,134,CG
84,146,515,52,102,1517,3,116,135,CG
78,126,476,46,98,1517,3,116,136,PZ
82,126,453,45,101,1517,3,116,137,PZ
98,126,453,45,101,1574,3,116,138,PZ
134,107,378,40,106,1574,3,116,139,PZ
74,185,429,65,151,1661,3,117,112,PZ
83,175,433,68,157,1661,3,117,113,PZ
123,156,382,55,146,1868,3,117,114,PZ
140,156,382,55,146,1868,3,117,115,PZ
99,136,406,52,129,1868,3,117,116,PZ
126,156,515,60,117,1668,3,117,117,CG
143,156,515,60,117,1668,3,117,118,CG
82,175,554,70,126,1668,3,117,119,CG
83,205,507,78,153,1528,3,117,120,CG
72,205,507,78,153,1528,3,117,121,CG
63,205,480,79,164,836,3,117,122,CG
63,214,453,79,173,836,3,117,123,CG
48,214,453,79,173,836,3,117,124,CG
45,214,453,79,173,684,3,117,125,CG
46,205,445,77,173,684,3,117,126,CG
50,185,437,74,169,950,3,117,127,CG
51,205,437,73,168,950,3,117,128,CG
47,205,437,73,168,950,3,117,129,CG
65,195,449,78,173,1010,3,117,130,CG
66,195,461,79,170,1010,3,117,131,CG
48,195,461,79,170,1332,3,117,132,CG
47,156,402,62,156,1332,3,117,133,CG
63,136,386,53,140,1332,3,117,134,CG
85,136,386,53,140,1411,3,117,135,CG
78,126,429,46,110,1411,3,117,136,CG
83,126,445,46,105,1411,3,117,137,PZ
103,126,445,46,105,1631,3,117,138,PZ
119,126,488,50,105,1631,3,117,139,PZ
126,126,480,51,108,1837,3,117,140,PZ
126,185,461,68,149,1661,3,118,112,PZ
121,185,472,74,155,1661,3,118,113,PZ
102,156,390,56,144,1868,3,118,114,PZ
116,156,390,56,144,1868,3,118,115,PZ
130,136,378,49,132,1868,3,118,116,PZ
137,156,476,58,124,1668,3,118,117,CG
112,156,476,58,124,1668,3,118,118,CG
76,185,527,71,135,1668,3,118,119,CG
87,214,488,83,169,1528,3,118,120,CG
84,214,488,83,169,1528,3,118,121,CG
58,214,441,82,186,836,3,118,122,CG
50,224,437,84,192,836,3,118,123,CG
