T2,AUGC,KEP,KTRANS,VE,ADC,z,x,y,zone
46,214,367,83,227,468,3,115,128,CG
58,214,363,83,227,594,3,115,129,CG
63,214,363,83,227,594,3,115,130,CG
53,195,375,68,183,797,3,115,131,CG
54,205,371,75,201,722,3,116,123,CG
70,205,351,74,209,722,3,116,124,CG
57,214,339,77,225,722,3,116,125,CG
52,214,339,77,225,468,3,116,126,CG
58,224,300,75,248,468,3,116,127,CG
51,224,250,73,293,468,3,116,128,CG
54,224,277,78,280,594,3,116,129,CG
58,224,277,78,280,594,3,116,130,CG
52,224,332,76,229,797,3,116,131,CG
60,195,336,67,200,797,3,116,132,CG
56,195,336,67,200,797,3,116,133,CG
52,146,304,49,162,538,3,116,134,CG
55,156,296,55,187,503,3,117,120,CG
58,185,328,64,197,699,3,117,121,CG
59,205,371,75,201,699,3,117,122,CG
59,205,371,75,201,634,3,117,123,CG
67,205,351,74,209,634,3,117,124,CG
66,214,339,77,225,634,3,117,125,CG
55,214,339,77,225,576,3,117,126,CG
56,224,300,75,248,576,3,117,127,CG
66,224,250,73,293,576,3,117,128,CG
78,224,277,78,280,605,3,117,129,CG
74,224,277,78,280,605,3,117,130,CG
61,224,332,76,229,738,3,117,131,CG
58,195,336,67,200,738,3,117,132,CG
51,195,336,67,200,738,3,117,133,CG
47,146,304,49,162,860,3,117,134,CG
61,126,281,44,160,860,3,117,135,CG
43,126,246,43,178,503,3,118,118,CG
46,175,336,66,197,503,3,118,119,CG
50,175,336,66,197,503,3,118,120,CG
49,205,339,75,222,699,3,118,121,CG
53,156,281,81,286,699,3,118,122,CG
57,156,281,81,286,634,3,118,123,CG
64,146,277,81,289,634,3,118,124,CG
73,214,257,74,290,634,3,118,125,CG
64,214,257,74,290,576,3,118,126,CG
57,195,234,72,305,576,3,118,127,CG
67,205,214,71,332,576,3,118,128,CG
72,205,222,72,321,605,3,118,129,CG
66,205,222,72,321,605,3,118,130,CG
70,224,285,74,261,738,3,118,131,CG
68,214,304,72,237,738,3,118,132,CG
55,214,304,72,237,738,3,118,133,CG
46,136,351,66,187,860,3,118,134,CG
48,117,339,58,171,860,3,118,135,CG
52,117,339,58,171,641,3,118,136,CG
51,126,257,43,171,716,3,119,117,CG
56,136,253,50,199,614,3,119,118,CG
53,185,289,69,237,614,3,119,119,CG
55,185,289,69,237,614,3,119,120,CG
80,224,285,75,262,716,3,119,121,CG
73,234,265,80,302,716,3,119,122,CG
57,234,265,80,302,553,3,119,123,CG
60,146,257,79,304,553,3,119,124,CG
63,214,242,72,297,553,3,119,125,CG
63,214,242,72,297,683,3,119,126,CG
61,214,222,70,311,683,3,119,127,CG
64,214,214,71,334,683,3,119,128,CG
70,214,214,72,337,750,3,119,129,CG
60,214,214,72,337,750,3,119,130,CG
63,224,238,73,306,504,3,119,131,CG
75,214,300,77,254,504,3,119,132,CG
65,214,300,77,254,504,3,119,133,CG
70,195,308,66,216,848,3,119,134,CG
59,175,320,61,192,848,3,119,135,CG
34,175,320,61,192,824,3,119,136,CG
47,175,320,61,192,824,3,119,137,CG
48,126,257,43,171,716,3,120,116,CG
51,126,257,43,171,716,3,120,117,CG
60,136,253,50,199,614,3,120,118,CG
53,185,289,69,237,614,3,120,119,CG
57,185,289,69,237,614,3,120,120,CG
71,224,285,75,262,716,3,120,121,CG
69,234,265,80,302,716,3,120,122,CG
67,234,265,80,302,553,3,120,123,CG
69,146,257,79,304,553,3,120,124,CG
62,214,242,72,297,553,3,120,125,CG
56,214,242,72,297,683,3,120,126,CG
56,214,222,70,311,683,3,120,127,CG
64,214,214,71,334,683,3,120,128,CG
76,214,214,72,337,750,3,120,129,CG
68,214,214,72,337,750,3,120,130,CG
65,224,238,73,306,504,3,120,131,CG
85,214,300,77,254,504,3,120,132,CG
76,214,300,77,254,504,3,120,133,CG
87,195,308,66,216,848,3,120,134,CG
98,175,320,61,192,848,3,120,135,CG
58,175,320,61,192,824,3,120,136,CG
48,175,320,61,192,824,3,120,137,CG
55,136,316,49,156,824,3,120,138,CG
68,87,168,27,165,642,3,121,115,CG
59,126,210,44,211,716,3,121,116,CG
56,126,210,44,211,716,3,121,117,CG
52,166,250,57,229,614,3,121,118,CG
55,234,296,82,274,614,3,121,119,CG
62,234,296,82,274,614,3,121,120,CG
53,244,246,81,328,716,3,121,121,CG
54,136,203,77,383,716,3,121,122,CG
59,136,203,77,383,553,3,121,123,CG
61,234,195,74,378,553,3,121,124,CG
57,156,164,67,405,553,3,121,125,CG
55,156,164,67,405,683,3,121,126,CG
59,224,207,73,354,683,3,121,127,CG
61,234,195,76,388,683,3,121,128,CG
65,244,199,78,391,750,3,121,129,CG
69,244,199,78,391,750,3,121,130,CG
67,214,148,74,489,504,3,121,131,CG
79,214,195,80,408,504,3,121,132,CG
87,214,195,80,408,504,3,121,133,CG
74,224,238,78,329,848,3,121,134,CG
81,205,250,72,287,848,3,121,135,CG
79,205,250,72,287,824,3,121,136,CG
53,205,250,72,287,824,3,121,137,CG
44,166,281,55,197,824,3,121,138,CG
49,78,148,26,181,369,3,122,115,CG
50,136,203,46,226,887,3,122,116,CG
60,136,203,46,226,887,3,122,117,CG
70,175,234,60,259,739,3,122,118,CG
62,244,253,81,316,739,3,122,119,CG
55,244,253,81,316,739,3,122,120,CG
67,253,250,84,336,508,3,122,121,CG
69,136,187,74,391,508,3,122,122,CG
66,136,187,74,391,669,3,122,123,CG
69,126,39,50,1220,669,3,122,124,CG
63,156,191,63,331,669,3,122,125,CG
64,156,191,63,331,919,3,122,126,CG
63,195,238,70,294,919,3,122,127,CG
64,214,238,75,314,919,3,122,128,CG
66,224,210,74,348,781,3,122,129,CG
54,224,210,74,348,781,3,122,130,CG
56,253,253,85,334,434,3,122,131,CG
75,244,269,89,330,434,3,122,132,CG
95,244,269,89,330,434,3,122,133,CG
80,234,257,85,329,688,3,122,134,CG
75,214,277,81,290,688,3,122,135,CG
81,214,277,81,290,769,3,122,136,CG
61,214,277,81,290,769,3,122,137,CG
47,166,300,61,202,769,3,122,138,CG
53,136,250,46,187,536,3,122,139,CG
63,78,148,26,181,369,3,123,114,CG
55,78,148,26,181,369,3,123,115,CG
48,136,203,46,226,887,3,123,116,CG
53,136,203,46,226,887,3,123,117,CG
65,175,234,60,259,739,3,123,118,CG
64,244,253,81,316,739,3,123,119,CG
61,244,253,81,316,739,3,123,120,CG
71,253,250,84,336,508,3,123,121,CG
61,136,187,74,391,508,3,123,122,CG
52,136,187,74,391,669,3,123,123,CG
54,126,39,50,1220,669,3,123,124,CG
51,156,191,63,331,669,3,123,125,CG
60,156,191,63,331,919,3,123,126,CG
82,195,238,70,294,919,3,123,127,CG
91,214,238,75,314,919,3,123,128,CG
75,224,210,74,348,781,3,123,129,CG
51,224,210,74,348,781,3,123,130,CG
52,253,253,85,334,434,3,123,131,CG
69,244,269,89,330,434,3,123,132,CG
58,244,269,89,330,434,3,123,133,CG
52,234,257,85,329,688,3,123,134,CG
61,214,277,81,290,688,3,123,135,CG
70,214,277,81,290,769,3,123,136,CG
69,214,277,81,290,769,3,123,137,CG
57,166,300,61,202,769,3,123,138,CG
55,136,250,46,187,536,3,123,139,CG
58,78,148,26,181,369,3,124,114,CG
55,78,148,26,181,369,3,124,115,CG
47,136,203,46,226,887,3,124,116,CG
65,136,203,46,226,887,3,124,117,CG
83,175,234,60,259,739,3,124,118,CG
73,244,253,81,316,739,3,124,119,CG
59,244,253,81,316,739,3,124,120,CG
55,253,250,84,336,508,3,124,121,CG
59,136,187,74,391,508,3,124,122,CG
53,136,187,74,391,669,3,124,123,CG
57,126,39,50,1220,669,3,124,124,CG
69,156,191,63,331,669,3,124,125,CG
73,156,191,63,331,919,3,124,126,CG
87,195,238,70,294,919,3,124,127,CG
85,214,238,75,314,919,3,124,128,CG
72,224,210,74,348,781,3,124,129,CG
62,224,210,74,348,781,3,124,130,CG
52,253,253,85,334,434,3,124,131,CG
64,244,269,89,330,434,3,124,132,CG
65,244,269,89,330,434,3,124,133,CG
56,234,257,85,329,688,3,124,134,CG
65,214,277,81,290,688,3,124,135,CG
73,214,277,81,290,769,3,124,136,CG
73,214,277,81,290,769,3,124,137,CG
55,166,300,61,202,769,3,124,138,CG
47,136,250,46,187,536,3,124,139,CG
61,97,148,30,208,481,3,125,114,CG
55,97,148,30,208,481,3,125,115,CG
