T2,AUGC,KEP,KTRANS,VE,ADC,z,x,y,zone
143,117,187,63,336,1039,3,113,120,PZ
122,136,214,74,344,1039,3,113,121,CG
100,136,214,74,344,1039,3,113,122,CG
113,166,273,87,321,1055,3,113,123,CG
106,166,285,88,309,1055,3,113,124,CG
102,166,285,88,309,1040,3,113,125,CG
120,166,285,88,309,1040,3,113,126,CG
99,166,253,84,332,1040,3,113,127,CG
73,156,230,83,358,825,3,113,128,CG
87,156,230,83,358,825,3,113,129,CG
106,156,242,84,344,1060,3,113,130,CG
107,156,265,84,315,1060,3,113,131,CG
105,156,265,84,315,1060,3,113,132,CG
111,146,269,75,279,1095,3,113,133,CG
132,136,246,66,267,1095,3,113,134,CG
167,136,246,66,267,1203,3,113,135,CG
173,97,218,47,214,1203,3,113,136,CG
120,87,226,42,188,1203,3,113,137,PZ
93,87,226,42,188,1539,3,113,138,PZ
108,68,199,36,178,1539,3,113,139,PZ
65,78,109,40,356,1001,3,114,118,PZ
123,87,121,43,353,1001,3,114,119,PZ
137,117,164,62,376,1039,3,114,120,CG
109,146,210,78,366,1039,3,114,121,CG
113,146,210,78,366,1039,3,114,122,CG
105,185,277,97,349,1055,3,114,123,CG
88,175,285,94,333,1055,3,114,124,CG
86,175,285,94,333,1040,3,114,125,CG
81,175,285,94,333,1040,3,114,126,CG
84,166,253,85,338,1040,3,114,127,CG
71,166,246,86,352,825,3,114,128,CG
58,166,246,86,352,825,3,114,129,CG
75,175,257,92,359,1060,3,114,130,CG
115,175,269,91,337,1060,3,114,131,CG
136,175,269,91,337,1060,3,114,132,CG
109,156,273,84,308,1095,3,114,133,CG
97,156,269,81,299,1095,3,114,134,CG
119,156,269,81,299,1203,3,114,135,CG
154,146,265,72,273,1203,3,114,136,CG
173,126,265,64,241,1203,3,114,137,CG
129,126,265,64,241,1539,3,114,138,PZ
108,97,285,47,169,1539,3,114,139,PZ
56,78,113,40,359,1001,3,115,117,PZ
71,78,113,40,359,1001,3,115,118,PZ
94,78,132,43,329,1001,3,115,119,CG
87,117,207,65,314,1039,3,115,120,CG
94,156,293,85,292,1039,3,115,121,CG
124,156,293,85,292,1039,3,115,122,CG
100,214,390,114,291,1055,3,115,123,CG
80,214,394,113,288,1055,3,115,124,CG
85,214,394,113,288,1040,3,115,125,CG
67,214,394,113,288,1040,3,115,126,CG
66,175,328,97,297,1040,3,115,127,CG
75,175,312,95,304,825,3,115,128,CG
76,175,312,95,304,825,3,115,129,CG
77,195,347,103,295,1060,3,115,130,CG
95,195,367,104,283,1060,3,115,131,CG
116,195,367,104,283,1060,3,115,132,CG
96,185,351,96,274,1095,3,115,133,CG
77,175,336,90,270,1095,3,115,134,CG
91,175,336,90,270,1203,3,115,135,CG
113,156,324,83,255,1203,3,115,136,CG
152,146,320,76,236,1203,3,115,137,CG
160,146,320,76,236,1539,3,115,138,CG
111,117,308,57,187,1539,3,115,139,PZ
94,107,304,49,164,1539,3,115,140,PZ
52,78,113,40,359,974,3,116,117,PZ
75,78,113,40,359,974,3,116,118,PZ
84,78,132,43,329,974,3,116,119,CG
69,117,207,65,314,923,3,116,120,CG
76,156,293,85,292,923,3,116,121,CG
100,156,293,85,292,923,3,116,122,CG
95,214,390,114,291,1189,3,116,123,CG
71,214,394,113,288,1189,3,116,124,CG
65,214,394,113,288,1436,3,116,125,CG
80,214,394,113,288,1436,3,116,126,CG
73,175,328,97,297,1436,3,116,127,CG
65,175,312,95,304,1169,3,116,128,CG
80,175,312,95,304,1169,3,116,129,CG
82,195,347,103,295,1253,3,116,130,CG
76,195,367,104,283,1253,3,116,131,CG
91,195,367,104,283,1253,3,116,132,CG
95,185,351,96,274,1176,3,116,133,CG
78,175,336,90,270,1176,3,116,134,CG
75,175,336,90,270,1241,3,116,135,CG
97,156,324,83,255,1241,3,116,136,CG
117,146,320,76,236,1241,3,116,137,CG
131,146,320,76,236,1358,3,116,138,CG
102,117,308,57,187,1358,3,116,139,PZ
91,107,304,49,164,1358,3,116,140,PZ
118,107,304,49,164,1500,3,116,141,PZ
70,78,27,44,1560,1087,3,117,116,PZ
70,78,82,44,545,974,3,117,117,PZ
80,78,82,44,545,974,3,117,118,CG
84,97,148,52,354,974,3,117,119,CG
69,156,351,84,241,923,3,117,120,CG
68,195,468,108,231,923,3,117,121,CG
76,195,468,108,231,923,3,117,122,CG
96,234,589,134,227,1189,3,117,123,CG
87,234,570,132,232,1189,3,117,124,CG
57,234,570,132,232,1436,3,117,125,CG
85,234,570,132,232,1436,3,117,126,CG
84,195,382,106,278,1436,3,117,127,CG
57,175,304,94,308,1169,3,117,128,CG
65,175,304,94,308,1169,3,117,129,CG
72,156,277,87,314,1253,3,117,130,CG
77,166,300,89,298,1253,3,117,131,CG
77,166,300,89,298,1253,3,117,132,CG
77,185,343,98,288,1176,3,117,133,CG
80,185,367,103,278,1176,3,117,134,CG
72,185,367,103,278,1241,3,117,135,CG
86,185,437,101,232,1241,3,117,136,CG
101,175,453,96,212,1241,3,117,137,CG
90,175,453,96,212,1358,3,117,138,CG
67,146,425,79,185,1358,3,117,139,CG
88,136,375,67,180,1358,3,117,140,PZ
135,136,375,67,180,1500,3,117,141,PZ
77,87,66,49,718,1194,3,118,115,PZ
89,87,66,46,704,1194,3,118,116,PZ
81,87,97,47,490,1221,3,118,117,PZ
83,87,97,47,490,1221,3,118,118,CG
78,97,136,54,391,1221,3,118,119,CG
68,156,324,85,264,1295,3,118,120,CG
83,185,425,105,246,1295,3,118,121,CG
82,185,425,105,246,1295,3,118,122,CG
88,214,519,121,232,1243,3,118,123,CG
87,214,484,116,239,1243,3,118,124,CG
63,214,484,116,239,1380,3,118,125,CG
95,214,484,116,239,1380,3,118,126,CG
101,175,312,92,296,1380,3,118,127,CG
65,156,238,83,347,1019,3,118,128,CG
68,156,238,83,347,1019,3,118,129,CG
75,136,195,75,386,1342,3,118,130,CG
76,136,203,76,372,1342,3,118,131,CG
83,136,203,76,372,1342,3,118,132,CG
88,146,222,81,362,1228,3,118,133,CG
81,156,246,85,348,1228,3,118,134,CG
70,156,246,85,348,1205,3,118,135,CG
90,175,336,96,288,1205,3,118,136,CG
113,175,378,97,256,1205,3,118,137,CG
89,175,378,97,256,1464,3,118,138,CG
71,166,394,86,219,1464,3,118,139,CG
104,146,371,76,205,1464,3,118,140,PZ
128,146,371,76,205,1670,3,118,141,PZ
125,107,300,54,181,1670,3,118,142,PZ
82,87,66,49,718,1194,3,119,115,PZ
74,87,66,46,704,1194,3,119,116,PZ
68,87,97,47,490,1221,3,119,117,PZ
78,87,97,47,490,1221,3,119,118,CG
79,97,136,54,391,1221,3,119,119,CG
76,156,324,85,264,1295,3,119,120,CG
87,185,425,105,246,1295,3,119,121,CG
82,185,425,105,246,1295,3,119,122,CG
88,214,519,121,232,1243,3,119,123,CG
102,214,484,116,239,1243,3,119,124,CG
87,214,484,116,239,1380,3,119,125,CG
100,214,484,116,239,1380,3,119,126,CG
116,175,312,92,296,1380,3,119,127,CG
76,156,238,83,347,1019,3,119,128,CG
77,156,238,83,347,1019,3,119,129,CG
102,136,195,75,386,1342,3,119,130,CG
83,136,203,76,372,1342,3,119,131,CG
76,136,203,76,372,1342,3,119,132,CG
104,146,222,81,362,1228,3,119,133,CG
92,156,246,85,348,1228,3,119,134,CG
77,156,246,85,348,1205,3,119,135,CG
92,175,336,96,288,1205,3,119,136,CG
108,175,378,97,256,1205,3,119,137,CG
115,175,378,97,256,1464,3,119,138,CG
106,166,394,86,219,1464,3,119,139,CG
102,146,371,76,205,1464,3,119,140,PZ
117,146,371,76,205,1670,3,119,141,PZ
126,107,300,54,181,1670,3,119,142,PZ
86,87,27,48,1587,1194,3,120,115,PZ
80,78,19,44,296,1194,3,120,116,PZ
70,78,62,45,736,1221,3,120,117,PZ
71,78,62,45,736,1221,3,120,118,CG
81,87,82,50,609,1221,3,120,119,CG
88,126,144,71,488,1295,3,120,120,CG
90,146,199,83,413,1295,3,120,121,CG
85,146,199,83,413,1295,3,120,122,CG
102,175,296,93,315,1243,3,120,123,CG
122,166,312,90,291,1243,3,120,124,CG
109,166,312,90,291,1380,3,120,125,CG
100,166,312,90,291,1380,3,120,126,CG
97,156,261,83,315,1380,3,120,127,CG
71,146,222,77,344,1019,3,120,128,CG
69,146,222,77,344,1019,3,120,129,CG
111,136,218,77,352,1342,3,120,130,CG
112,146,250,83,329,1342,3,120,131,CG
85,146,250,83,329,1342,3,120,132,CG
90,156,257,88,343,1228,3,120,133,CG
95,156,218,84,387,1228,3,120,134,CG
93,156,218,84,387,1205,3,120,135,CG
109,136,168,78,465,1205,3,120,136,CG
114,136,183,81,434,1205,3,120,137,CG
130,136,183,81,434,1464,3,120,138,CG
137,156,250,84,341,1464,3,120,139,CG
120,156,269,83,309,1464,3,120,140,PZ
145,156,269,83,309,1670,3,120,141,PZ
151,136,293,69,235,1670,3,120,142,PZ
80,97,19,53,669,1152,3,121,114,PZ
87,97,19,53,669,1206,3,121,115,PZ
89,87,0,48,792,1206,3,121,116,PZ
77,78,3,43,1702,1314,3,121,117,PZ
69,78,3,43,1702,1314,3,121,118,CG
84,78,23,45,1902,1314,3,121,119,CG
99,117,97,66,666,1347,3,121,120,CG
102,136,152,79,519,1347,3,121,121,CG
93,136,152,79,519,1347,3,121,122,CG
94,175,265,94,357,1243,3,121,123,CG
95,175,308,95,307,1243,3,121,124,CG
90,175,308,95,307,1204,3,121,125,CG
97,175,308,95,307,1204,3,121,126,CG
90,166,300,87,292,1204,3,121,127,CG
76,156,261,81,312,924,3,121,128,CG
72,156,261,81,312,924,3,121,129,CG
81,136,238,77,322,1001,3,121,130,CG
105,146,289,84,294,1001,3,121,131,CG
104,146,289,84,294,1001,3,121,132,CG
85,185,359,101,283,940,3,121,133,CG
83,175,324,98,304,940,3,121,134,CG
78,175,324,98,304,1223,3,121,135,CG
99,146,199,78,391,1223,3,121,136,CG
115,136,175,74,420,1223,3,121,137,CG
120,136,175,74,420,1571,3,121,138,CG
138,146,226,77,336,1571,3,121,139,CG
123,146,257,76,295,1571,3,121,140,PZ
127,146,257,76,295,1810,3,121,141,PZ
168,126,273,64,235,1810,3,121,142,PZ
137,107,265,53,200,1751,3,121,143,PZ
90,97,19,53,669,1152,3,122,114,PZ
91,97,19,53,669,1206,3,122,115,PZ
83,87,0,48,792,1206,3,122,116,PZ
80,78,3,43,1702,1314,3,122,117,PZ
70,78,3,43,1702,1314,3,122,118,CG
87,78,23,45,1902,1314,3,122,119,CG
106,117,97,66,666,1347,3,122,120,CG
104,136,152,79,519,1347,3,122,121,CG
96,136,152,79,519,1347,3,122,122,CG
93,175,265,94,357,1243,3,122,123,CG
82,175,308,95,307,1243,3,122,124,CG
87,175,308,95,307,1204,3,122,125,CG
106,166,300,87,292,1204,3,122,126,CG
97,166,300,87,292,1204,3,122,127,CG
72,156,261,81,312,924,3,122,128,CG
70,156,261,81,312,924,3,122,129,CG
84,136,238,77,322,1001,3,122,130,CG
92,146,289,84,294,1001,3,122,131,CG
87,146,289,84,294,1001,3,122,132,CG
72,185,359,101,283,940,3,122,133,CG
71,175,324,98,304,940,3,122,134,CG
74,175,324,98,304,1223,3,122,135,CG
99,146,199,78,391,1223,3,122,136,CG
120,136,175,74,420,1223,3,122,137,CG
117,136,175,74,420,1571,3,122,138,CG
131,146,226,77,336,1571,3,122,139,PZ
114,146,257,76,295,1571,3,122,140,PZ
103,146,257,76,295,1810,3,122,141,PZ
155,126,273,64,235,1810,3,122,142,PZ
170,107,265,53,200,1751,3,122,143,PZ
87,126,132,69,518,1152,3,123,113,PZ
94,136,136,68,505,1152,3,123,114,PZ
92,136,136,68,505,1206,3,123,115,PZ
91,136,125,67,526,1206,3,123,116,PZ
96,107,58,52,890,1314,3,123,117,PZ
90,107,58,52,890,1314,3,123,118,PZ
100,87,15,45,975,1314,3,123,119,CG
111,87,42,54,1264,1347,3,123,120,CG
90,117,117,70,589,1347,3,123,121,CG
74,117,117,70,589,1347,3,123,122,CG
76,175,285,101,357,1243,3,123,123,CG
90,195,351,108,308,1243,3,123,124,CG
105,195,351,108,308,1204,3,123,125,CG
97,195,410,105,257,1204,3,123,126,CG
79,195,410,105,257,1204,3,123,127,CG
61,185,363,95,261,924,3,123,128,CG
53,185,363,95,261,924,3,123,129,CG
74,146,253,77,301,1001,3,123,130,CG
85,146,265,79,296,1001,3,123,131,CG
90,146,265,79,296,1001,3,123,132,CG
90,175,359,96,266,940,3,123,133,CG
64,175,375,97,260,940,3,123,134,CG
50,175,375,97,260,1223,3,123,135,CG
88,156,250,76,303,1223,3,123,136,CG
114,136,179,67,367,1223,3,123,137,CG
109,136,179,67,367,1571,3,123,138,CG
118,117,175,59,337,1571,3,123,139,PZ
117,117,207,58,286,1571,3,123,140,PZ
113,117,207,58,286,1810,3,123,141,PZ
126,107,242,53,223,1810,3,123,142,PZ
125,87,218,47,218,1751,3,123,143,PZ
113,87,218,47,218,1751,3,123,144,PZ
95,146,242,80,327,989,3,124,113,PZ
89,156,242,80,329,989,3,124,114,PZ
94,156,242,80,329,962,3,124,115,PZ
97,156,238,79,333,962,3,124,116,PZ
93,117,125,62,488,1223,3,124,117,PZ
92,117,125,62,488,1223,3,124,118,PZ
84,97,54,51,912,1223,3,124,119,PZ
80,78,15,49,1083,1417,3,124,120,CG
75,97,82,60,721,1417,3,124,121,CG
68,97,82,60,721,1417,3,124,122,CG
77,166,265,92,351,1129,3,124,123,CG
98,185,339,103,303,1129,3,124,124,CG
105,185,339,103,303,1093,3,124,125,CG
88,195,402,106,263,1093,3,124,126,CG
79,195,402,106,263,1093,3,124,127,CG
69,185,375,98,262,847,3,124,128,CG
59,185,375,98,262,847,3,124,129,CG
71,146,269,80,299,1089,3,124,130,CG
82,146,250,79,315,1089,3,124,131,CG
94,146,250,79,315,1089,3,124,132,CG
100,156,296,87,297,923,3,124,133,CG
65,166,308,87,283,923,3,124,134,CG
47,166,308,87,283,1233,3,124,135,CG
81,136,234,69,292,1233,3,124,136,CG
99,117,179,59,329,1233,3,124,137,CG
108,117,179,59,329,1746,3,124,138,PZ
121,97,152,49,326,1746,3,124,139,PZ
121,97,168,47,287,1746,3,124,140,PZ
130,97,168,47,287,2000,3,124,141,PZ
158,87,183,44,243,2000,3,124,142,PZ
165,78,164,42,258,1948,3,124,143,PZ
136,78,164,42,258,1948,3,124,144,PZ
79,146,242,80,327,989,3,125,113,PZ
87,156,242,80,329,989,3,125,114,PZ
90,156,242,80,329,962,3,125,115,PZ
93,156,238,79,333,962,3,125,116,PZ
99,117,125,62,488,1223,3,125,117,PZ
107,117,125,62,488,1223,3,125,118,PZ
90,97,54,51,912,1223,3,125,119,PZ
77,78,15,49,1083,1417,3,125,120,CG
77,97,82,60,721,1417,3,125,121,CG
73,97,82,60,721,1417,3,125,122,CG
86,166,265,92,351,1129,3,125,123,CG
94,185,339,103,303,1129,3,125,124,CG
80,185,339,103,303,1093,3,125,125,CG
74,195,402,106,263,1093,3,125,126,CG
82,195,402,106,263,1093,3,125,127,CG
64,185,375,98,262,847,3,125,128,CG
56,185,375,98,262,847,3,125,129,CG
74,146,269,80,299,1089,3,125,130,CG
80,146,250,79,315,1089,3,125,131,CG
83,146,250,79,315,1089,3,125,132,CG
84,156,296,87,297,923,3,125,133,CG
64,166,308,87,283,923,3,125,134,CG
64,166,308,87,283,1233,3,125,135,CG
85,136,234,69,292,1233,3,125,136,CG
94,117,179,59,329,1233,3,125,137,CG
112,117,179,59,329,1746,3,125,138,PZ
127,97,152,49,326,1746,3,125,139,PZ
136,97,168,47,287,1746,3,125,140,PZ
161,97,168,47,287,2000,3,125,141,PZ
193,87,183,44,243,2000,3,125,142,PZ
178,78,164,42,258,1948,3,125,143,PZ
143,78,164,42,258,1948,3,125,144,PZ
73,185,406,98,243,848,3,126,112,PZ
82,185,437,99,228,848,3,126,113,PZ
88,185,488,103,211,848,3,126,114,PZ
87,185,488,103,211,734,3,126,115,PZ
96,185,484,101,209,734,3,126,116,PZ
114,146,296,76,255,969,3,126,117,PZ
114,146,296,76,255,969,3,126,118,PZ
98,126,191,63,333,969,3,126,119,PZ
90,87,58,50,878,1171,3,126,120,PZ
87,87,74,53,712,1171,3,126,121,CG
75,87,74,53,712,1171,3,126,122,CG
71,126,179,70,391,1174,3,126,123,CG
81,136,230,77,333,1174,3,126,124,CG
82,136,230,77,333,1272,3,126,125,CG
76,156,281,81,288,1272,3,126,126,CG
73,156,281,81,288,1272,3,126,127,CG
66,146,277,78,279,1010,3,126,128,CG
63,146,277,78,279,1010,3,126,129,CG
71,126,242,69,287,1413,3,126,130,CG
75,126,218,66,301,1413,3,126,131,CG
87,126,218,66,301,1413,3,126,132,CG
91,117,187,63,332,1117,3,126,133,CG
68,117,168,59,347,1117,3,126,134,CG
66,117,168,59,347,1473,3,126,135,CG
90,97,128,46,360,1473,3,126,136,CG
97,87,125,41,325,1473,3,126,137,PZ
116,87,125,41,325,2016,3,126,138,PZ
143,68,128,33,252,2016,3,126,139,PZ
165,68,117,31,268,2016,3,126,140,PZ
177,68,117,31,268,1900,3,126,141,PZ
173,68,105,36,342,1900,3,126,142,PZ
176,68,109,41,368,1748,3,126,143,PZ
185,68,109,41,368,1748,3,126,144,PZ
155,87,132,52,399,1748,3,126,145,PZ
84,195,433,103,236,848,3,127,112,PZ
85,195,468,104,223,848,3,127,113,PZ
86,195,527,106,202,848,3,127,114,PZ
93,195,527,106,202,734,3,127,115,PZ
101,195,523,103,197,734,3,127,116,PZ
106,166,378,84,221,969,3,127,117,PZ
109,166,378,84,221,969,3,127,118,PZ
109,146,289,74,256,969,3,127,119,PZ
95,107,140,57,410,1171,3,127,120,PZ
75,107,128,56,443,1171,3,127,121,PZ
75,107,128,56,443,1171,3,127,122,PZ
70,117,164,63,386,1174,3,127,123,CG
65,117,187,66,353,1174,3,127,124,CG
81,117,187,66,353,1272,3,127,125,CG
89,126,210,68,319,1272,3,127,126,CG
79,126,210,68,319,1272,3,127,127,CG
64,126,210,66,312,1010,3,127,128,CG
57,126,210,66,312,1010,3,127,129,CG
68,117,203,60,300,1413,3,127,130,CG
71,107,191,58,305,1413,3,127,131,CG
78,107,191,58,305,1413,3,127,132,CG
84,107,160,53,338,1117,3,127,133,CG
64,97,132,50,378,1117,3,127,134,CG
74,97,132,50,378,1473,3,127,135,CG
98,87,97,42,436,1473,3,127,136,PZ
96,87,105,40,376,1473,3,127,137,PZ
113,87,105,40,376,2016,3,127,138,PZ
152,78,164,37,225,2016,3,127,139,PZ
185,78,199,39,198,2016,3,127,140,PZ
192,78,199,39,198,1900,3,127,141,PZ
172,87,195,49,258,1900,3,127,142,PZ
181,97,199,56,278,1748,3,127,143,PZ
189,97,199,56,278,1748,3,127,144,PZ
161,107,207,69,334,1748,3,127,145,PZ
77,195,433,103,236,1051,3,128,111,PZ
87,195,433,103,236,848,3,128,112,PZ
89,195,468,104,223,848,3,128,113,PZ
89,195,527,106,202,848,3,128,114,PZ
89,195,527,106,202,734,3,128,115,PZ
90,195,523,103,197,734,3,128,116,PZ
96,166,378,84,221,969,3,128,117,PZ
106,166,378,84,221,969,3,128,118,PZ
112,146,289,74,256,969,3,128,119,PZ
101,107,140,57,410,1171,3,128,120,PZ
79,107,128,56,443,1171,3,128,121,PZ
69,107,128,56,443,1171,3,128,122,PZ
74,117,164,63,386,1174,3,128,123,PZ
75,117,187,66,353,1174,3,128,124,CG
70,117,187,66,353,1272,3,128,125,CG
71,126,210,68,319,1272,3,128,126,CG
72,126,210,68,319,1272,3,128,127,CG
62,126,210,66,312,1010,3,128,128,CG
70,126,210,66,312,1010,3,128,129,CG
94,117,203,60,300,1413,3,128,130,CG
93,107,191,58,305,1413,3,128,131,CG
79,107,191,58,305,1413,3,128,132,CG
75,107,160,53,338,1117,3,128,133,CG
73,97,132,50,378,1117,3,128,134,CG
93,97,132,50,378,1473,3,128,135,PZ
102,87,97,42,436,1473,3,128,136,PZ
115,87,105,40,376,1473,3,128,137,PZ
168,87,105,40,376,2016,3,128,138,PZ
188,78,164,37,225,2016,3,128,139,PZ
190,78,199,39,198,2016,3,128,140,PZ
189,78,199,39,198,1900,3,128,141,PZ
177,87,195,49,258,1900,3,128,142,PZ
180,97,199,56,278,1748,3,128,143,PZ
162,97,199,56,278,1748,3,128,144,PZ
138,107,207,69,334,1748,3,128,145,PZ
85,195,433,103,236,916,3,129,111,PZ
84,195,433,103,236,706,3,129,112,PZ
78,195,468,104,223,706,3,129,113,PZ
83,195,527,106,202,706,3,129,114,PZ
87,195,527,106,202,611,3,129,115,PZ
89,195,523,103,197,611,3,129,116,PZ
95,166,378,84,221,765,3,129,117,PZ
100,166,378,84,221,765,3,129,118,PZ
99,146,289,74,256,765,3,129,119,PZ
101,107,140,57,410,874,3,129,120,PZ
97,107,128,56,443,874,3,129,121,PZ
81,107,128,56,443,874,3,129,122,PZ
71,117,164,63,386,1121,3,129,123,PZ
75,117,187,66,353,1121,3,129,124,PZ
78,117,187,66,353,1487,3,129,125,CG
78,126,210,68,319,1487,3,129,126,CG
79,126,210,68,319,1487,3,129,127,CG
63,126,210,66,312,1235,3,129,128,CG
62,126,210,66,312,1235,3,129,129,CG
95,117,203,60,300,1385,3,129,130,CG
94,107,191,58,305,1385,3,129,131,CG
67,107,191,58,305,1385,3,129,132,CG
63,107,160,53,338,1350,3,129,133,PZ
80,97,132,50,378,1350,3,129,134,PZ
96,97,132,50,378,1584,3,129,135,PZ
96,87,97,42,436,1584,3,129,136,PZ
139,87,105,40,376,1584,3,129,137,PZ
219,87,105,40,376,1887,3,129,138,PZ
234,78,164,37,225,1887,3,129,139,PZ
211,78,199,39,198,1887,3,129,140,PZ
191,78,199,39,198,1495,3,129,141,PZ
174,87,195,49,258,1495,3,129,142,PZ
215,97,199,56,278,1313,3,129,143,PZ
223,97,199,56,278,1313,3,129,144,PZ
145,107,207,69,334,1313,3,129,145,PZ
83,214,554,116,210,916,3,130,111,PZ
85,214,554,116,210,706,3,130,112,PZ
86,224,589,121,206,706,3,130,113,PZ
84,224,586,120,206,706,3,130,114,PZ
85,224,586,120,206,611,3,130,115,PZ
88,214,527,113,213,611,3,130,116,PZ
86,195,410,100,245,765,3,130,117,PZ
87,195,410,100,245,765,3,130,118,PZ
91,185,359,94,260,765,3,130,119,PZ
89,146,293,75,257,874,3,130,120,PZ
90,126,257,64,252,874,3,130,121,PZ
91,126,257,64,252,874,3,130,122,PZ
83,97,175,50,285,1121,3,130,123,PZ
81,87,152,47,310,1121,3,130,124,PZ
79,87,152,47,310,1487,3,130,125,PZ
70,87,140,50,355,1487,3,130,126,PZ
74,87,140,50,355,1487,3,130,127,PZ
77,107,148,54,366,1235,3,130,128,PZ
70,107,148,54,366,1235,3,130,129,PZ
84,107,148,55,370,1385,3,130,130,PZ
84,107,136,51,374,1385,3,130,131,PZ
69,107,136,51,374,1385,3,130,132,PZ
70,87,128,48,372,1350,3,130,133,PZ
84,87,136,47,347,1350,3,130,134,PZ
88,87,136,47,347,1584,3,130,135,PZ
105,97,191,49,264,1584,3,130,136,PZ
168,97,230,51,224,1584,3,130,137,PZ
209,97,230,51,224,1887,3,130,138,PZ
198,107,324,57,178,1887,3,130,139,PZ
186,117,328,61,189,1887,3,130,140,PZ
186,117,328,61,189,1495,3,130,141,PZ
184,126,296,71,241,1495,3,130,142,PZ
206,136,296,77,258,1313,3,130,143,PZ
187,136,296,77,258,1313,3,130,144,PZ
120,146,269,85,316,1313,3,130,145,PZ
75,214,488,113,231,979,3,131,110,PZ
70,214,543,114,210,979,3,131,111,PZ
80,214,543,114,210,711,3,131,112,PZ
90,224,589,122,206,711,3,131,113,PZ
83,224,617,124,201,711,3,131,114,PZ
86,224,617,124,201,538,3,131,115,PZ
87,214,570,117,205,538,3,131,116,PZ
82,195,433,104,241,675,3,131,117,PZ
95,195,433,104,241,675,3,131,118,PZ
101,195,378,100,265,675,3,131,119,PZ
90,166,312,84,266,705,3,131,120,PZ
91,146,285,73,259,705,3,131,121,PZ
92,146,285,73,259,705,3,131,122,PZ
85,107,203,53,265,1041,3,131,123,PZ
99,97,175,48,277,1041,3,131,124,PZ
120,97,175,48,277,1205,3,131,125,PZ
106,87,152,46,306,1205,3,131,126,PZ
85,87,152,46,306,1205,3,131,127,PZ
78,97,160,49,306,1253,3,131,128,PZ
71,97,160,49,306,1253,3,131,129,PZ
79,107,160,52,329,1514,3,131,130,PZ
99,107,148,50,337,1514,3,131,131,PZ
101,107,148,50,337,1514,3,131,132,PZ
90,87,105,43,415,1489,3,131,133,PZ
87,87,113,43,391,1489,3,131,134,PZ
88,87,113,43,391,1362,3,131,135,PZ
108,97,191,48,256,1362,3,131,136,PZ
165,97,238,50,211,1362,3,131,137,PZ
200,97,238,50,211,1468,3,131,138,PZ
190,107,308,54,178,1468,3,131,139,PZ
173,107,316,58,186,1468,3,131,140,PZ
150,107,316,58,186,1400,3,131,141,PZ
134,126,308,70,227,1400,3,131,142,PZ
123,126,312,75,238,1212,3,131,143,PZ
92,126,312,75,238,1212,3,131,144,PZ
85,136,281,81,284,1212,3,131,145,PZ
76,214,488,113,231,979,3,132,110,PZ
